"","V1","V2","V3","V4"
"result.1",1,23,23,97
"result.2",2,43,24,98
"result.3",3,24,18,94
"result.4",4,27,25,100
"result.5",5,29,25,96
"result.6",6,23,19,100
"result.7",7,23,23,100
"result.8",8,22,19,100
"result.9",9,21,20,83
"result.10",10,37,21,95
"result.11",11,29,25,93
"result.12",12,36,28,90
"result.13",13,35,22,95
"result.14",14,28,20,97
"result.15",15,18,17,99
"result.16",16,18,13,95
"result.17",17,40,28,96
"result.18",18,20,18,99
"result.19",19,34,28,100
"result.20",20,22,18,100
"result.21",21,20,20,97
"result.22",22,25,17,100
"result.23",23,27,24,98
"result.24",24,18,17,95
"result.25",25,26,17,96
"result.26",26,24,20,99
"result.27",27,19,18,95
"result.28",28,24,23,93
"result.29",29,34,28,99
"result.30",30,27,23,100
"result.31",31,28,23,99
"result.32",32,31,27,100
"result.33",33,29,25,100
"result.34",34,17,15,91
"result.35",35,29,26,94
"result.36",36,20,19,92
"result.37",37,29,26,95
"result.38",38,25,22,100
"result.39",39,27,21,98
"result.40",40,18,16,92
"result.41",41,26,24,100
"result.42",42,28,16,95
"result.43",43,21,16,94
"result.44",44,29,25,99
"result.45",45,32,26,97
"result.46",46,12,11,98
"result.47",47,29,23,98
"result.48",48,24,19,97
"result.49",49,29,25,100
"result.50",50,21,18,95
"result.51",51,22,20,99
"result.52",52,25,22,92
"result.53",53,19,19,99
"result.54",54,19,18,98
"result.55",55,25,16,100
"result.56",56,25,22,99
"result.57",57,28,24,82
"result.58",58,17,16,88
"result.59",59,23,20,99
"result.60",60,20,16,96
"result.61",61,21,17,99
"result.62",62,26,20,99
"result.63",63,27,24,99
"result.64",64,17,13,97
"result.65",65,19,16,99
"result.66",66,19,17,89
"result.67",67,29,22,99
"result.68",68,26,24,100
"result.69",69,26,19,97
"result.70",70,27,26,100
"result.71",71,19,19,94
"result.72",72,31,27,97
"result.73",73,22,22,98
"result.74",74,29,24,99
"result.75",75,20,19,91
"result.76",76,20,20,91
"result.77",77,18,17,75
"result.78",78,29,28,92
"result.79",79,25,23,99
"result.80",80,24,18,91
"result.81",81,39,24,85
"result.82",82,35,26,93
"result.83",83,27,22,100
"result.84",84,28,22,95
"result.85",85,21,19,98
"result.86",86,31,28,100
"result.87",87,19,14,90
"result.88",88,12,12,93
"result.89",89,19,17,100
"result.90",90,24,23,99
"result.91",91,28,25,98
"result.92",92,18,16,87
"result.93",93,25,24,99
"result.94",94,28,25,100
"result.95",95,32,26,98
"result.96",96,27,22,93
"result.97",97,21,18,95
"result.98",98,30,27,93
"result.99",99,27,23,99
"result.100",100,27,22,100
"result.101",101,29,19,96
"result.102",102,29,29,97
"result.103",103,19,18,96
"result.104",104,23,18,96
"result.105",105,25,20,97
"result.106",106,31,23,97
"result.107",107,28,18,91
"result.108",108,27,19,98
"result.109",109,26,17,100
"result.110",110,20,16,99
"result.111",111,31,21,99
"result.112",112,29,28,91
"result.113",113,23,19,92
"result.114",114,16,16,100
"result.115",115,22,19,98
"result.116",116,39,27,99
"result.117",117,15,15,100
"result.118",118,15,13,94
"result.119",119,27,13,98
"result.120",120,31,28,97
"result.121",121,31,23,100
"result.122",122,25,20,100
"result.123",123,26,25,99
"result.124",124,15,14,100
"result.125",125,23,22,93
"result.126",126,22,19,84
"result.127",127,26,23,93
"result.128",128,23,21,97
"result.129",129,42,29,99
"result.130",130,19,18,92
"result.131",131,22,20,88
"result.132",132,25,18,100
"result.133",133,20,18,95
"result.134",134,18,15,92
"result.135",135,20,14,98
"result.136",136,26,24,100
"result.137",137,19,17,95
"result.138",138,26,22,99
"result.139",139,35,22,100
"result.140",140,31,24,100
"result.141",141,20,19,99
"result.142",142,24,22,83
"result.143",143,28,24,96
"result.144",144,33,23,100
"result.145",145,16,15,97
"result.146",146,26,24,97
"result.147",147,21,16,87
"result.148",148,27,23,100
"result.149",149,32,24,99
"result.150",150,35,25,100
"result.151",151,24,24,97
"result.152",152,39,28,97
"result.153",153,18,14,100
"result.154",154,23,21,99
"result.155",155,34,28,99
"result.156",156,27,23,100
"result.157",157,22,20,98
"result.158",158,37,30,100
"result.159",159,14,12,98
"result.160",160,20,19,93
"result.161",161,32,22,99
"result.162",162,23,22,100
"result.163",163,35,22,89
"result.164",164,25,23,93
"result.165",165,21,18,88
"result.166",166,22,19,99
"result.167",167,27,27,98
"result.168",168,25,23,93
"result.169",169,21,20,97
"result.170",170,27,23,100
"result.171",171,14,14,88
"result.172",172,31,30,99
"result.173",173,19,17,99
"result.174",174,14,14,98
"result.175",175,33,30,100
"result.176",176,29,19,99
"result.177",177,37,27,100
"result.178",178,27,22,99
"result.179",179,23,19,99
"result.180",180,20,20,94
"result.181",181,23,20,97
"result.182",182,28,24,100
"result.183",183,27,24,99
"result.184",184,16,16,73
"result.185",185,33,23,97
"result.186",186,25,16,100
"result.187",187,24,21,96
"result.188",188,28,24,90
"result.189",189,29,25,96
"result.190",190,15,13,96
"result.191",191,15,14,99
"result.192",192,14,14,84
"result.193",193,19,19,100
"result.194",194,23,20,97
"result.195",195,17,17,93
"result.196",196,35,24,100
"result.197",197,26,22,99
"result.198",198,16,16,92
"result.199",199,27,27,97
"result.200",200,40,31,99
"result.201",201,39,30,99
"result.202",202,19,17,92
"result.203",203,35,28,98
"result.204",204,26,23,96
"result.205",205,22,20,99
"result.206",206,25,25,99
"result.207",207,17,13,98
"result.208",208,28,25,100
"result.209",209,30,24,100
"result.210",210,35,29,97
"result.211",211,23,18,98
"result.212",212,23,17,92
"result.213",213,35,25,100
"result.214",214,15,13,97
"result.215",215,27,21,81
"result.216",216,25,22,100
"result.217",217,21,18,100
"result.218",218,24,21,96
"result.219",219,21,21,100
"result.220",220,19,15,94
"result.221",221,42,33,100
"result.222",222,13,13,92
"result.223",223,29,20,99
"result.224",224,19,14,90
"result.225",225,32,28,97
"result.226",226,24,20,86
"result.227",227,24,22,86
"result.228",228,29,28,96
"result.229",229,33,27,100
"result.230",230,31,26,97
"result.231",231,19,15,93
"result.232",232,27,21,100
"result.233",233,17,16,97
"result.234",234,27,24,93
"result.235",235,37,15,98
"result.236",236,27,20,97
"result.237",237,35,27,100
"result.238",238,39,23,96
"result.239",239,25,21,100
"result.240",240,34,25,99
"result.241",241,16,16,93
"result.242",242,40,26,100
"result.243",243,31,27,100
"result.244",244,20,19,98
"result.245",245,23,21,94
"result.246",246,13,13,92
"result.247",247,16,16,98
"result.248",248,18,15,100
"result.249",249,20,16,87
"result.250",250,25,18,100
"result.251",251,26,19,100
"result.252",252,17,17,97
"result.253",253,19,19,95
"result.254",254,29,29,99
"result.255",255,29,27,97
"result.256",256,37,29,96
"result.257",257,30,27,99
"result.258",258,25,18,88
"result.259",259,22,19,86
"result.260",260,21,18,93
"result.261",261,19,18,100
"result.262",262,29,23,97
"result.263",263,29,25,99
"result.264",264,20,16,92
"result.265",265,20,16,91
"result.266",266,24,22,95
"result.267",267,24,21,98
"result.268",268,29,26,100
"result.269",269,15,13,89
"result.270",270,18,17,88
"result.271",271,28,19,93
"result.272",272,27,22,98
"result.273",273,31,21,100
"result.274",274,31,24,99
"result.275",275,28,23,98
"result.276",276,30,21,99
"result.277",277,28,24,100
"result.278",278,19,18,90
"result.279",279,21,19,98
"result.280",280,22,21,89
"result.281",281,22,21,98
"result.282",282,25,22,95
"result.283",283,21,19,78
"result.284",284,22,18,98
"result.285",285,34,24,99
"result.286",286,18,17,100
"result.287",287,26,24,100
"result.288",288,27,22,94
"result.289",289,24,21,92
"result.290",290,35,22,99
"result.291",291,23,21,100
"result.292",292,14,13,89
"result.293",293,17,17,99
"result.294",294,19,18,96
"result.295",295,22,20,97
"result.296",296,34,31,99
"result.297",297,20,18,98
"result.298",298,15,15,92
"result.299",299,26,23,97
"result.300",300,18,17,97
"result.301",301,26,19,96
"result.302",302,23,21,98
"result.303",303,15,14,88
"result.304",304,28,24,99
"result.305",305,23,20,99
"result.306",306,19,18,97
"result.307",307,23,19,98
"result.308",308,26,20,97
"result.309",309,36,29,97
"result.310",310,32,28,100
"result.311",311,21,21,83
"result.312",312,32,27,99
"result.313",313,27,25,93
"result.314",314,27,21,89
"result.315",315,24,19,97
"result.316",316,30,24,99
"result.317",317,24,24,100
"result.318",318,27,21,83
"result.319",319,25,21,100
"result.320",320,31,22,97
"result.321",321,25,23,96
"result.322",322,23,22,100
"result.323",323,31,20,99
"result.324",324,19,17,98
"result.325",325,14,12,95
"result.326",326,33,28,100
"result.327",327,26,19,99
"result.328",328,23,22,100
"result.329",329,27,25,95
"result.330",330,23,22,98
"result.331",331,30,23,100
"result.332",332,26,22,92
"result.333",333,30,28,100
"result.334",334,49,37,96
"result.335",335,25,20,97
"result.336",336,19,19,82
"result.337",337,29,27,95
"result.338",338,20,18,91
"result.339",339,32,23,100
"result.340",340,25,17,100
"result.341",341,34,25,100
"result.342",342,29,25,100
"result.343",343,21,18,97
"result.344",344,30,19,88
"result.345",345,30,27,97
