"","V1","V2","V3","V4"
"result.1",1,48,25,100
"result.2",2,43,23,96
"result.3",3,29,21,99
"result.4",4,50,19,98
"result.5",5,37,23,95
"result.6",6,51,28,100
"result.7",7,39,20,88
"result.8",8,47,22,100
"result.9",9,36,20,99
"result.10",10,38,24,100
"result.11",11,34,21,100
"result.12",12,34,20,99
"result.13",13,46,21,96
"result.14",14,46,24,99
"result.15",15,34,24,99
"result.16",16,28,16,98
"result.17",17,32,22,99
"result.18",18,35,22,100
"result.19",19,49,24,100
"result.20",20,68,28,100
"result.21",21,34,17,97
"result.22",22,59,27,100
"result.23",23,58,27,99
"result.24",24,18,14,94
"result.25",25,42,26,98
"result.26",26,21,18,95
"result.27",27,35,20,100
"result.28",28,37,23,100
"result.29",29,37,19,96
"result.30",30,59,24,100
"result.31",31,64,37,100
"result.32",32,48,26,100
"result.33",33,49,20,98
"result.34",34,26,18,99
"result.35",35,48,20,91
"result.36",36,33,17,99
"result.37",37,31,18,82
"result.38",38,35,23,90
"result.39",39,35,21,100
"result.40",40,24,16,93
"result.41",41,25,14,95
"result.42",42,34,21,98
"result.43",43,47,28,90
"result.44",44,46,23,93
"result.45",45,39,23,98
"result.46",46,22,16,99
"result.47",47,64,28,98
"result.48",48,30,21,95
"result.49",49,52,26,98
"result.50",50,61,27,99
"result.51",51,69,22,98
"result.52",52,33,17,96
"result.53",53,23,15,98
"result.54",54,24,11,96
"result.55",55,36,23,96
"result.56",56,28,18,96
"result.57",57,45,23,100
"result.58",58,35,18,97
"result.59",59,46,21,100
"result.60",60,36,20,98
"result.61",61,35,21,98
"result.62",62,30,15,99
"result.63",63,35,17,91
"result.64",64,45,21,99
"result.65",65,52,25,94
"result.66",66,41,25,98
"result.67",67,45,22,99
"result.68",68,47,19,100
"result.69",69,49,28,100
"result.70",70,43,23,97
"result.71",71,37,26,98
"result.72",72,69,23,100
"result.73",73,37,21,100
"result.74",74,55,27,100
"result.75",75,77,22,98
"result.76",76,23,11,95
"result.77",77,49,18,99
"result.78",78,24,17,100
"result.79",79,42,16,99
"result.80",80,30,15,85
"result.81",81,53,29,98
"result.82",82,31,21,93
"result.83",83,37,29,97
"result.84",84,62,25,100
"result.85",85,33,20,99
"result.86",86,47,19,100
"result.87",87,28,16,100
"result.88",88,44,20,99
"result.89",89,27,17,100
"result.90",90,30,17,99
"result.91",91,42,21,97
"result.92",92,30,20,100
"result.93",93,78,24,96
"result.94",94,46,20,100
"result.95",95,28,15,97
"result.96",96,28,17,100
"result.97",97,37,21,98
"result.98",98,41,21,99
"result.99",99,45,22,90
"result.100",100,22,19,98
"result.101",101,55,23,88
"result.102",102,39,24,98
"result.103",103,25,21,97
"result.104",104,44,25,97
"result.105",105,40,20,100
"result.106",106,71,25,99
"result.107",107,25,15,94
"result.108",108,25,18,99
"result.109",109,39,22,96
"result.110",110,39,17,99
"result.111",111,32,16,99
"result.112",112,36,22,97
"result.113",113,38,20,99
"result.114",114,29,16,96
"result.115",115,32,16,100
"result.116",116,58,27,100
"result.117",117,51,25,100
"result.118",118,44,21,98
"result.119",119,40,23,100
"result.120",120,34,19,97
"result.121",121,41,22,98
"result.122",122,39,22,100
"result.123",123,47,20,100
"result.124",124,53,20,99
"result.125",125,50,26,100
"result.126",126,30,20,100
"result.127",127,31,18,77
"result.128",128,60,27,95
"result.129",129,38,27,96
"result.130",130,42,19,97
"result.131",131,56,22,99
"result.132",132,55,26,99
"result.133",133,34,21,100
"result.134",134,37,25,99
"result.135",135,33,16,99
"result.136",136,33,20,94
"result.137",137,22,17,98
"result.138",138,39,21,100
"result.139",139,45,21,94
"result.140",140,46,29,100
"result.141",141,37,19,99
"result.142",142,30,21,98
"result.143",143,38,17,98
"result.144",144,34,21,100
"result.145",145,51,20,100
"result.146",146,33,19,100
"result.147",147,28,19,100
"result.148",148,43,19,99
"result.149",149,30,17,97
"result.150",150,40,20,99
"result.151",151,48,25,96
"result.152",152,51,25,100
"result.153",153,32,17,97
"result.154",154,24,18,97
"result.155",155,27,21,99
"result.156",156,33,17,100
"result.157",157,52,19,99
"result.158",158,34,19,99
"result.159",159,49,29,96
"result.160",160,45,25,100
"result.161",161,29,20,96
"result.162",162,56,29,96
"result.163",163,50,26,100
"result.164",164,36,26,100
"result.165",165,35,22,87
"result.166",166,37,19,89
"result.167",167,49,24,100
"result.168",168,41,17,99
"result.169",169,32,18,93
"result.170",170,38,22,99
"result.171",171,61,19,90
"result.172",172,43,22,100
"result.173",173,45,22,100
"result.174",174,30,21,98
"result.175",175,26,20,100
"result.176",176,52,21,100
"result.177",177,26,14,100
"result.178",178,26,18,91
"result.179",179,46,28,98
"result.180",180,49,21,99
"result.181",181,35,19,92
"result.182",182,28,18,93
"result.183",183,32,20,98
"result.184",184,48,24,99
"result.185",185,37,24,98
"result.186",186,27,17,99
"result.187",187,19,12,97
"result.188",188,57,19,98
"result.189",189,44,23,99
"result.190",190,18,14,98
"result.191",191,24,13,98
"result.192",192,47,26,99
"result.193",193,25,15,98
"result.194",194,32,16,100
"result.195",195,41,22,92
"result.196",196,49,26,97
"result.197",197,29,22,100
"result.198",198,43,19,97
"result.199",199,40,19,100
"result.200",200,28,14,88
"result.201",201,28,18,100
"result.202",202,24,17,88
"result.203",203,40,20,99
"result.204",204,22,15,98
"result.205",205,34,22,97
"result.206",206,48,24,100
"result.207",207,44,24,100
"result.208",208,53,16,100
"result.209",209,68,20,100
"result.210",210,41,21,97
"result.211",211,31,19,99
"result.212",212,24,18,99
"result.213",213,11,8,100
"result.214",214,63,30,100
"result.215",215,42,21,100
"result.216",216,31,19,96
"result.217",217,80,28,100
"result.218",218,38,16,100
"result.219",219,35,24,97
"result.220",220,50,24,99
"result.221",221,38,23,100
"result.222",222,36,15,100
"result.223",223,37,14,97
"result.224",224,30,19,97
"result.225",225,53,23,98
"result.226",226,38,19,97
"result.227",227,28,17,100
"result.228",228,44,23,100
"result.229",229,44,30,98
"result.230",230,48,30,98
"result.231",231,61,30,99
"result.232",232,57,26,100
"result.233",233,33,21,99
"result.234",234,51,16,100
"result.235",235,30,17,99
"result.236",236,30,19,97
"result.237",237,23,20,100
"result.238",238,59,29,94
"result.239",239,28,23,95
"result.240",240,20,14,94
"result.241",241,30,18,97
"result.242",242,41,19,99
"result.243",243,34,15,97
"result.244",244,26,20,100
"result.245",245,33,20,100
"result.246",246,33,15,100
"result.247",247,44,19,96
"result.248",248,36,18,97
"result.249",249,24,17,100
"result.250",250,34,23,99
"result.251",251,41,22,99
"result.252",252,36,22,100
"result.253",253,30,18,97
"result.254",254,49,20,93
"result.255",255,53,24,100
"result.256",256,31,18,100
"result.257",257,39,24,99
"result.258",258,26,19,100
"result.259",259,35,21,98
"result.260",260,28,16,99
"result.261",261,35,24,93
"result.262",262,45,18,100
"result.263",263,21,10,91
"result.264",264,42,20,100
"result.265",265,49,21,97
"result.266",266,44,27,99
"result.267",267,68,31,100
"result.268",268,56,20,100
"result.269",269,38,18,97
"result.270",270,21,15,95
"result.271",271,44,22,98
"result.272",272,30,21,89
"result.273",273,54,24,100
"result.274",274,31,13,100
"result.275",275,48,27,100
"result.276",276,29,22,97
"result.277",277,33,19,85
"result.278",278,36,18,99
"result.279",279,35,21,98
"result.280",280,22,15,97
"result.281",281,29,15,97
"result.282",282,50,25,100
"result.283",283,34,28,98
"result.284",284,29,23,100
"result.285",285,58,31,96
"result.286",286,26,19,100
"result.287",287,43,27,100
"result.288",288,40,17,94
"result.289",289,42,19,100
"result.290",290,20,14,98
"result.291",291,36,16,100
"result.292",292,27,17,99
"result.293",293,51,14,100
"result.294",294,41,27,100
"result.295",295,39,17,76
"result.296",296,60,23,97
"result.297",297,44,17,92
"result.298",298,59,22,98
"result.299",299,51,21,100
"result.300",300,35,23,98
"result.301",301,47,26,99
"result.302",302,32,22,100
"result.303",303,38,22,98
"result.304",304,44,31,100
"result.305",305,25,14,98
"result.306",306,47,25,98
"result.307",307,24,16,84
"result.308",308,43,28,99
"result.309",309,59,28,100
"result.310",310,30,21,100
"result.311",311,52,28,100
"result.312",312,49,24,97
"result.313",313,38,19,100
"result.314",314,33,21,94
"result.315",315,33,19,97
"result.316",316,42,19,93
"result.317",317,58,21,98
"result.318",318,42,20,100
"result.319",319,43,21,100
"result.320",320,45,19,100
"result.321",321,35,22,100
"result.322",322,41,18,94
"result.323",323,62,27,84
"result.324",324,55,26,99
"result.325",325,49,27,100
"result.326",326,31,18,99
"result.327",327,39,19,98
"result.328",328,45,26,98
"result.329",329,42,24,99
"result.330",330,33,14,98
"result.331",331,54,24,100
"result.332",332,21,16,99
"result.333",333,37,19,100
"result.334",334,43,18,100
"result.335",335,46,20,99
"result.336",336,33,19,99
"result.337",337,37,23,100
"result.338",338,35,24,99
"result.339",339,52,29,98
"result.340",340,57,22,100
"result.341",341,47,23,98
"result.342",342,39,18,100
"result.343",343,53,23,95
"result.344",344,46,23,99
"result.345",345,31,19,97
"result.346",346,23,17,100
"result.347",347,30,21,100
"result.348",348,44,27,100
"result.349",349,29,22,99
"result.350",350,45,29,100
"result.351",351,29,19,99
"result.352",352,26,13,93
"result.353",353,39,20,99
"result.354",354,31,15,83
"result.355",355,34,19,97
"result.356",356,38,26,96
"result.357",357,43,21,100
"result.358",358,30,17,98
"result.359",359,40,22,100
"result.360",360,26,15,95
"result.361",361,51,27,93
"result.362",362,31,16,98
"result.363",363,28,19,97
"result.364",364,44,23,100
"result.365",365,33,16,95
"result.366",366,44,24,99
"result.367",367,40,24,98
"result.368",368,31,19,100
"result.369",369,35,20,100
"result.370",370,40,27,99
"result.371",371,39,23,98
"result.372",372,35,20,94
"result.373",373,53,23,90
"result.374",374,40,20,79
"result.375",375,42,26,100
"result.376",376,61,28,95
"result.377",377,32,22,99
"result.378",378,46,26,100
"result.379",379,62,28,100
"result.380",380,48,23,97
"result.381",381,21,16,100
"result.382",382,37,23,95
"result.383",383,42,21,95
"result.384",384,32,19,97
"result.385",385,52,22,99
"result.386",386,30,18,100
"result.387",387,44,24,96
"result.388",388,19,15,94
"result.389",389,20,11,100
"result.390",390,22,14,88
"result.391",391,38,17,92
"result.392",392,38,22,99
"result.393",393,41,20,96
"result.394",394,48,21,98
"result.395",395,45,25,98
"result.396",396,53,24,100
"result.397",397,31,19,88
"result.398",398,50,25,98
"result.399",399,41,22,98
"result.400",400,42,21,99
"result.401",401,36,21,100
"result.402",402,46,24,98
"result.403",403,45,21,97
"result.404",404,54,21,99
"result.405",405,25,12,99
"result.406",406,34,20,98
"result.407",407,28,17,97
"result.408",408,25,18,98
"result.409",409,34,20,98
"result.410",410,36,20,98
"result.411",411,27,16,93
"result.412",412,54,28,97
"result.413",413,41,22,97
"result.414",414,32,17,97
"result.415",415,26,18,94
"result.416",416,31,15,97
"result.417",417,36,20,100
"result.418",418,37,21,99
"result.419",419,48,23,100
"result.420",420,29,20,100
"result.421",421,44,21,98
"result.422",422,29,18,100
"result.423",423,35,16,97
"result.424",424,33,22,99
"result.425",425,40,22,100
"result.426",426,52,23,99
"result.427",427,28,15,100
"result.428",428,24,16,98
"result.429",429,25,18,97
"result.430",430,48,26,98
"result.431",431,26,16,100
"result.432",432,32,17,97
"result.433",433,51,22,99
"result.434",434,45,18,99
"result.435",435,48,25,100
"result.436",436,42,20,99
"result.437",437,34,23,98
"result.438",438,46,30,98
"result.439",439,30,21,97
"result.440",440,33,20,98
"result.441",441,26,24,100
"result.442",442,41,24,97
"result.443",443,68,24,100
"result.444",444,28,16,99
"result.445",445,38,19,100
"result.446",446,43,28,96
"result.447",447,51,27,100
"result.448",448,37,18,100
"result.449",449,12,9,99
"result.450",450,34,20,100
"result.451",451,45,21,99
"result.452",452,33,19,100
"result.453",453,44,23,100
"result.454",454,26,17,96
"result.455",455,22,16,100
"result.456",456,37,19,99
"result.457",457,52,17,99
"result.458",458,53,28,98
"result.459",459,61,29,99
"result.460",460,38,17,95
"result.461",461,48,27,98
"result.462",462,44,21,96
"result.463",463,37,26,100
