"","V1","V2","V3","V4"
"result.1",1,91,24,100
"result.2",2,74,27,99
"result.3",3,75,28,100
"result.4",4,28,15,97
"result.5",5,52,21,100
"result.6",6,63,28,99
"result.7",7,72,19,98
"result.8",8,46,25,99
"result.9",9,54,24,100
"result.10",10,58,24,100
"result.11",11,82,18,100
"result.12",12,28,16,97
"result.13",13,53,23,99
"result.14",14,64,21,100
"result.15",15,109,27,100
"result.16",16,40,23,98
"result.17",17,20,12,100
"result.18",18,45,20,97
"result.19",19,43,20,100
"result.20",20,108,29,100
"result.21",21,63,14,100
"result.22",22,93,29,100
"result.23",23,82,24,100
"result.24",24,59,17,99
"result.25",25,38,19,98
"result.26",26,49,19,100
"result.27",27,65,27,100
"result.28",28,92,24,100
"result.29",29,83,24,100
"result.30",30,89,23,100
"result.31",31,17,14,99
"result.32",32,57,21,99
"result.33",33,80,24,100
"result.34",34,41,17,99
"result.35",35,62,18,100
"result.36",36,37,18,97
"result.37",37,146,20,100
"result.38",38,59,26,99
"result.39",39,44,19,98
"result.40",40,20,14,100
"result.41",41,94,24,99
"result.42",42,112,22,100
"result.43",43,57,21,98
"result.44",44,74,21,99
"result.45",45,46,14,98
"result.46",46,45,22,100
"result.47",47,113,22,99
"result.48",48,71,17,98
"result.49",49,34,24,100
"result.50",50,52,21,99
"result.51",51,55,24,100
"result.52",52,70,18,99
"result.53",53,77,23,99
"result.54",54,97,21,99
"result.55",55,88,27,100
"result.56",56,50,22,97
"result.57",57,64,19,100
"result.58",58,93,23,100
"result.59",59,104,24,100
"result.60",60,76,21,100
"result.61",61,114,28,99
"result.62",62,88,28,100
"result.63",63,87,25,95
"result.64",64,57,18,98
"result.65",65,62,19,100
"result.66",66,61,18,100
"result.67",67,49,21,100
"result.68",68,104,32,100
"result.69",69,87,22,98
"result.70",70,36,14,99
"result.71",71,91,20,100
"result.72",72,43,18,98
"result.73",73,38,16,92
"result.74",74,49,15,88
"result.75",75,41,19,99
"result.76",76,70,17,100
"result.77",77,45,27,98
"result.78",78,18,12,99
"result.79",79,42,21,100
"result.80",80,69,25,99
"result.81",81,31,20,99
"result.82",82,42,19,91
"result.83",83,33,13,93
"result.84",84,66,21,100
"result.85",85,49,12,99
"result.86",86,44,20,97
"result.87",87,60,20,98
"result.88",88,26,15,100
"result.89",89,102,28,100
"result.90",90,36,14,99
"result.91",91,71,23,100
"result.92",92,83,28,100
"result.93",93,89,26,100
"result.94",94,89,21,100
"result.95",95,88,19,100
"result.96",96,75,19,100
"result.97",97,58,22,99
"result.98",98,33,14,100
"result.99",99,74,25,100
"result.100",100,33,16,100
"result.101",101,42,23,100
"result.102",102,70,18,100
"result.103",103,57,18,98
"result.104",104,51,17,100
"result.105",105,80,24,99
"result.106",106,34,21,100
"result.107",107,97,23,100
"result.108",108,123,36,97
"result.109",109,56,21,100
"result.110",110,42,25,100
"result.111",111,91,22,99
"result.112",112,68,19,100
"result.113",113,60,19,100
"result.114",114,75,16,99
"result.115",115,81,18,100
"result.116",116,100,24,100
"result.117",117,67,33,100
"result.118",118,59,18,98
"result.119",119,52,22,100
"result.120",120,46,14,100
"result.121",121,55,15,97
"result.122",122,52,18,100
"result.123",123,67,20,99
"result.124",124,72,21,96
"result.125",125,36,19,100
"result.126",126,52,18,100
"result.127",127,58,22,100
"result.128",128,27,14,99
"result.129",129,69,24,100
"result.130",130,92,29,100
"result.131",131,25,12,62
"result.132",132,66,22,100
"result.133",133,58,21,99
"result.134",134,92,19,100
"result.135",135,86,26,100
"result.136",136,41,17,100
"result.137",137,27,14,98
"result.138",138,37,13,96
"result.139",139,71,27,99
"result.140",140,45,22,97
"result.141",141,85,24,99
"result.142",142,55,23,100
"result.143",143,42,15,100
"result.144",144,78,16,100
"result.145",145,77,28,100
