"","V1","V2","V3","V4"
"result.1",1,16,13,79
"result.2",2,28,22,95
"result.3",3,33,20,98
"result.4",4,32,24,93
"result.5",5,21,20,95
"result.6",6,25,16,85
"result.7",7,30,16,99
"result.8",8,16,15,95
"result.9",9,30,21,86
"result.10",10,22,17,98
"result.11",11,28,22,93
"result.12",12,17,16,97
"result.13",13,32,19,99
"result.14",14,12,12,79
"result.15",15,33,25,100
"result.16",16,36,20,98
"result.17",17,19,15,94
"result.18",18,28,23,98
"result.19",19,25,19,99
"result.20",20,46,23,99
"result.21",21,24,18,94
"result.22",22,34,22,97
"result.23",23,23,21,99
"result.24",24,37,19,100
"result.25",25,21,16,100
"result.26",26,21,19,98
"result.27",27,31,23,100
"result.28",28,24,16,84
"result.29",29,29,23,100
"result.30",30,35,25,95
"result.31",31,37,23,93
"result.32",32,23,20,99
"result.33",33,37,19,100
"result.34",34,33,27,100
"result.35",35,27,24,100
"result.36",36,28,24,100
"result.37",37,25,17,90
"result.38",38,21,18,100
"result.39",39,26,19,96
"result.40",40,29,20,96
"result.41",41,32,21,98
"result.42",42,24,16,99
"result.43",43,33,24,96
"result.44",44,25,17,100
"result.45",45,21,19,100
"result.46",46,19,19,80
"result.47",47,22,19,97
"result.48",48,16,9,100
"result.49",49,24,19,96
"result.50",50,26,16,93
"result.51",51,36,20,98
"result.52",52,24,22,97
"result.53",53,38,22,99
"result.54",54,36,23,99
"result.55",55,23,17,100
"result.56",56,16,16,98
"result.57",57,29,24,97
"result.58",58,34,25,100
"result.59",59,46,20,100
"result.60",60,24,21,100
"result.61",61,23,21,99
"result.62",62,26,23,100
"result.63",63,15,14,100
"result.64",64,26,17,85
"result.65",65,29,21,98
"result.66",66,48,26,98
"result.67",67,25,18,98
"result.68",68,18,15,90
"result.69",69,42,26,99
"result.70",70,16,16,95
"result.71",71,32,23,92
"result.72",72,32,20,100
"result.73",73,22,18,99
"result.74",74,23,21,100
"result.75",75,20,20,88
"result.76",76,18,12,91
"result.77",77,28,23,100
"result.78",78,23,18,97
"result.79",79,30,27,97
"result.80",80,25,19,99
"result.81",81,47,22,94
"result.82",82,19,18,96
"result.83",83,20,18,87
"result.84",84,34,24,99
"result.85",85,40,32,100
"result.86",86,25,22,100
"result.87",87,22,19,99
"result.88",88,27,20,100
"result.89",89,23,13,96
"result.90",90,44,34,100
"result.91",91,38,20,97
"result.92",92,14,13,100
"result.93",93,28,23,86
"result.94",94,25,21,100
"result.95",95,22,19,100
"result.96",96,41,24,99
"result.97",97,15,15,90
"result.98",98,18,15,97
"result.99",99,32,21,100
"result.100",100,29,21,95
"result.101",101,33,22,98
"result.102",102,30,25,97
"result.103",103,18,15,91
"result.104",104,21,15,98
"result.105",105,29,16,97
"result.106",106,36,20,100
"result.107",107,26,22,97
"result.108",108,34,26,98
"result.109",109,25,21,97
"result.110",110,28,26,95
"result.111",111,21,20,90
"result.112",112,53,30,99
"result.113",113,41,27,99
"result.114",114,23,17,84
"result.115",115,50,26,100
"result.116",116,22,15,98
"result.117",117,30,18,93
"result.118",118,52,21,100
"result.119",119,40,27,81
"result.120",120,36,21,100
"result.121",121,28,19,100
"result.122",122,31,21,97
"result.123",123,31,23,100
"result.124",124,20,18,100
"result.125",125,23,17,89
"result.126",126,27,24,99
"result.127",127,27,24,100
"result.128",128,23,17,97
"result.129",129,28,21,100
"result.130",130,33,22,100
"result.131",131,31,29,91
"result.132",132,44,25,100
"result.133",133,31,23,98
"result.134",134,32,20,97
"result.135",135,29,24,95
"result.136",136,29,23,94
"result.137",137,34,24,97
"result.138",138,25,18,97
"result.139",139,28,21,100
"result.140",140,18,16,100
"result.141",141,28,17,100
"result.142",142,22,19,97
"result.143",143,41,25,93
"result.144",144,22,18,94
"result.145",145,17,17,99
"result.146",146,33,27,99
"result.147",147,29,17,100
"result.148",148,23,19,97
"result.149",149,24,11,98
"result.150",150,36,23,95
"result.151",151,19,17,100
"result.152",152,42,30,98
"result.153",153,25,21,100
"result.154",154,37,26,94
"result.155",155,37,22,96
"result.156",156,17,17,99
"result.157",157,25,21,97
"result.158",158,55,27,99
"result.159",159,33,26,98
"result.160",160,37,26,100
"result.161",161,30,17,89
"result.162",162,29,23,99
"result.163",163,27,24,99
"result.164",164,33,25,98
"result.165",165,28,21,99
"result.166",166,32,25,100
"result.167",167,22,19,100
"result.168",168,21,20,97
"result.169",169,21,11,90
"result.170",170,19,17,95
"result.171",171,41,26,99
"result.172",172,21,16,100
"result.173",173,19,16,99
