"","V1","V2","V3","V4"
"result.1",1,99,24,98
"result.2",2,61,18,98
"result.3",3,81,24,100
"result.4",4,73,20,99
"result.5",5,82,17,100
"result.6",6,35,15,100
"result.7",7,105,30,98
"result.8",8,28,11,96
"result.9",9,258,31,100
"result.10",10,42,13,98
"result.11",11,78,22,100
"result.12",12,49,14,100
"result.13",13,118,25,100
"result.14",14,170,23,100
"result.15",15,128,27,100
"result.16",16,67,22,97
"result.17",17,43,15,100
"result.18",18,97,20,98
"result.19",19,60,16,100
"result.20",20,108,21,100
"result.21",21,88,22,100
"result.22",22,111,21,100
"result.23",23,82,19,100
"result.24",24,96,15,97
"result.25",25,66,27,100
"result.26",26,79,22,99
"result.27",27,111,24,100
"result.28",28,83,19,100
"result.29",29,26,15,99
"result.30",30,107,21,100
"result.31",31,68,18,97
"result.32",32,124,30,100
"result.33",33,58,13,100
"result.34",34,102,19,96
"result.35",35,60,20,99
"result.36",36,95,21,100
"result.37",37,72,18,96
"result.38",38,119,28,100
"result.39",39,72,28,99
"result.40",40,103,20,100
"result.41",41,79,17,99
"result.42",42,127,24,100
"result.43",43,78,15,100
"result.44",44,72,22,100
"result.45",45,73,24,100
"result.46",46,148,25,100
"result.47",47,70,28,100
"result.48",48,132,22,100
"result.49",49,86,22,99
"result.50",50,60,15,97
"result.51",51,120,20,99
"result.52",52,132,22,99
"result.53",53,34,19,99
"result.54",54,80,22,100
"result.55",55,62,28,99
"result.56",56,166,23,100
"result.57",57,73,18,100
"result.58",58,58,19,100
"result.59",59,97,22,100
"result.60",60,120,22,99
"result.61",61,112,24,100
"result.62",62,119,27,100
"result.63",63,62,22,99
"result.64",64,42,14,100
"result.65",65,89,21,100
"result.66",66,90,31,100
"result.67",67,78,28,100
"result.68",68,100,13,100
"result.69",69,46,18,100
"result.70",70,59,14,99
"result.71",71,42,17,100
"result.72",72,49,20,97
"result.73",73,96,23,100
"result.74",74,46,16,99
"result.75",75,85,19,99
"result.76",76,58,17,99
"result.77",77,64,24,93
"result.78",78,78,29,98
"result.79",79,96,26,100
"result.80",80,87,21,100
"result.81",81,54,19,99
"result.82",82,148,23,100
"result.83",83,73,28,99
"result.84",84,34,14,100
"result.85",85,83,21,99
"result.86",86,52,27,100
"result.87",87,38,21,99
"result.88",88,162,24,100
"result.89",89,56,18,100
"result.90",90,107,24,99
"result.91",91,80,23,100
"result.92",92,65,18,97
"result.93",93,26,17,99
"result.94",94,76,19,100
"result.95",95,30,19,98
"result.96",96,113,18,100
"result.97",97,75,19,100
"result.98",98,67,27,100
"result.99",99,79,20,100
"result.100",100,40,15,99
"result.101",101,121,25,100
"result.102",102,119,24,98
"result.103",103,116,27,100
"result.104",104,30,17,99
"result.105",105,55,18,99
"result.106",106,41,15,94
