"","V1","V2","V3","V4"
"result.1",1,501,48,777
"result.2",2,506,41,744
"result.3",3,501,60,755
"result.4",4,502,52,781
"result.5",5,508,59,782
"result.6",6,346,36,783
"result.7",7,428,54,777
"result.8",8,502,39,725
"result.9",9,505,52,775
"result.10",10,501,44,741
"result.11",11,504,49,784
"result.12",12,507,54,778
"result.13",13,501,42,784
"result.14",14,501,42,764
"result.15",15,501,53,735
"result.16",16,501,50,761
"result.17",17,504,52,783
"result.18",18,501,40,757
"result.19",19,302,58,784
"result.20",20,504,48,775
"result.21",21,505,44,765
"result.22",22,501,50,776
"result.23",23,501,39,768
"result.24",24,502,51,773
"result.25",25,504,46,759
"result.26",26,502,54,782
"result.27",27,335,47,748
"result.28",28,504,57,763
"result.29",29,501,39,736
"result.30",30,503,47,784
"result.31",31,504,55,766
"result.32",32,504,46,782
"result.33",33,460,52,784
"result.34",34,501,53,765
"result.35",35,502,51,781
"result.36",36,501,49,775
"result.37",37,503,45,750
"result.38",38,501,54,747
"result.39",39,504,56,774
"result.40",40,504,50,751
"result.41",41,501,46,774
"result.42",42,503,56,762
"result.43",43,501,52,782
"result.44",44,502,48,735
"result.45",45,503,49,779
"result.46",46,502,45,779
"result.47",47,501,49,784
"result.48",48,503,34,757
"result.49",49,509,51,771
"result.50",50,501,55,768
"result.51",51,501,50,784
"result.52",52,501,47,752
"result.53",53,502,46,772
"result.54",54,504,59,775
"result.55",55,504,55,776
"result.56",56,503,40,772
"result.57",57,502,51,771
"result.58",58,503,44,760
"result.59",59,476,52,783
"result.60",60,501,43,762
"result.61",61,505,53,772
"result.62",62,501,42,769
"result.63",63,507,59,767
"result.64",64,501,45,780
"result.65",65,501,60,775
"result.66",66,502,44,772
"result.67",67,506,44,781
"result.68",68,502,53,776
"result.69",69,501,59,762
"result.70",70,501,45,784
"result.71",71,503,43,783
"result.72",72,505,52,768
"result.73",73,503,54,780
"result.74",74,506,51,742
"result.75",75,502,40,742
"result.76",76,503,41,771
"result.77",77,503,47,775
"result.78",78,502,51,778
"result.79",79,501,46,775
"result.80",80,501,64,765
"result.81",81,503,56,783
"result.82",82,503,45,772
"result.83",83,503,55,780
"result.84",84,501,49,770
"result.85",85,502,54,769
"result.86",86,404,43,784
"result.87",87,501,46,768
"result.88",88,503,65,776
"result.89",89,502,45,784
"result.90",90,504,58,777
"result.91",91,503,54,772
"result.92",92,506,49,780
"result.93",93,503,55,749
"result.94",94,430,47,784
"result.95",95,505,54,754
"result.96",96,501,59,783
"result.97",97,501,46,777
"result.98",98,503,55,780
"result.99",99,503,66,783
"result.100",100,506,56,769
"result.101",101,503,42,758
"result.102",102,501,48,752
"result.103",103,503,48,778
"result.104",104,507,54,776
"result.105",105,502,70,777
"result.106",106,505,47,772
"result.107",107,502,50,778
"result.108",108,501,53,748
"result.109",109,373,47,784
"result.110",110,503,56,775
"result.111",111,501,62,780
"result.112",112,503,56,783
"result.113",113,338,47,784
"result.114",114,503,58,753
"result.115",115,503,45,769
"result.116",116,503,57,767
"result.117",117,504,45,758
"result.118",118,504,45,778
"result.119",119,501,38,751
"result.120",120,504,42,784
"result.121",121,505,63,768
"result.122",122,508,53,780
"result.123",123,503,44,779
"result.124",124,504,50,777
"result.125",125,503,53,753
"result.126",126,504,49,774
"result.127",127,501,53,759
"result.128",128,502,55,783
