"","V1","V2","V3","V4"
"result.1",1,486,47,779
"result.2",2,312,63,782
"result.3",3,280,53,732
"result.4",4,282,46,781
"result.5",5,208,39,783
"result.6",6,355,53,783
"result.7",7,380,49,784
"result.8",8,279,59,779
"result.9",9,246,46,779
"result.10",10,267,41,783
"result.11",11,421,51,782
"result.12",12,222,52,780
"result.13",13,205,45,782
"result.14",14,382,55,782
"result.15",15,183,46,775
"result.16",16,221,57,783
"result.17",17,310,47,783
"result.18",18,269,53,779
"result.19",19,224,51,783
"result.20",20,282,59,784
"result.21",21,353,63,784
"result.22",22,465,59,782
"result.23",23,156,36,778
"result.24",24,390,44,782
"result.25",25,213,52,783
"result.26",26,267,51,784
"result.27",27,235,49,783
"result.28",28,149,54,782
"result.29",29,134,50,784
"result.30",30,339,48,784
"result.31",31,317,54,784
"result.32",32,357,58,746
"result.33",33,250,47,782
"result.34",34,461,60,780
"result.35",35,501,42,782
"result.36",36,222,65,776
"result.37",37,232,53,784
"result.38",38,284,49,781
"result.39",39,301,48,784
"result.40",40,290,60,782
"result.41",41,292,57,784
"result.42",42,332,45,783
"result.43",43,202,53,775
"result.44",44,405,46,783
"result.45",45,154,40,775
"result.46",46,295,53,781
"result.47",47,315,45,783
"result.48",48,119,41,753
"result.49",49,360,49,717
"result.50",50,267,56,784
"result.51",51,309,51,782
"result.52",52,237,51,773
"result.53",53,215,56,782
"result.54",54,208,42,776
"result.55",55,243,48,782
"result.56",56,261,52,770
"result.57",57,263,40,784
"result.58",58,201,52,746
"result.59",59,354,56,783
"result.60",60,186,53,778
"result.61",61,221,42,778
"result.62",62,272,50,774
"result.63",63,481,44,704
"result.64",64,321,63,782
"result.65",65,330,51,774
"result.66",66,249,45,747
"result.67",67,189,48,784
"result.68",68,199,48,783
"result.69",69,216,51,775
"result.70",70,308,45,763
"result.71",71,228,53,769
"result.72",72,479,55,776
"result.73",73,258,62,782
"result.74",74,433,51,784
"result.75",75,242,51,783
"result.76",76,231,50,779
"result.77",77,212,52,756
"result.78",78,294,51,782
"result.79",79,239,53,770
"result.80",80,336,53,783
"result.81",81,342,55,783
"result.82",82,502,56,781
"result.83",83,225,49,783
"result.84",84,412,49,780
"result.85",85,329,47,783
"result.86",86,283,56,784
"result.87",87,390,58,782
"result.88",88,133,46,780
"result.89",89,501,56,773
"result.90",90,140,40,780
"result.91",91,191,47,782
"result.92",92,461,60,784
"result.93",93,311,64,781
"result.94",94,300,54,774
"result.95",95,501,51,768
"result.96",96,255,55,780
"result.97",97,325,51,781
"result.98",98,453,51,782
"result.99",99,177,50,783
"result.100",100,258,66,784
"result.101",101,305,45,784
"result.102",102,271,53,784
"result.103",103,286,50,747
"result.104",104,331,58,779
"result.105",105,407,61,784
"result.106",106,446,54,782
"result.107",107,299,48,782
"result.108",108,485,55,784
"result.109",109,189,48,784
"result.110",110,235,45,784
"result.111",111,316,46,782
"result.112",112,323,56,783
