"","V1","V2","V3","V4"
"result.1",1,101,61,783
"result.2",2,54,42,783
"result.3",3,69,52,745
"result.4",4,52,42,759
"result.5",5,66,42,784
"result.6",6,58,42,770
"result.7",7,85,56,783
"result.8",8,56,41,783
"result.9",9,61,51,776
"result.10",10,63,50,784
"result.11",11,73,61,783
"result.12",12,59,50,777
"result.13",13,60,48,746
"result.14",14,67,48,769
"result.15",15,77,48,761
"result.16",16,68,50,781
"result.17",17,72,48,779
"result.18",18,49,44,778
"result.19",19,75,56,784
"result.20",20,74,56,759
"result.21",21,92,50,772
"result.22",22,85,51,784
"result.23",23,58,57,779
"result.24",24,84,54,776
"result.25",25,71,45,781
"result.26",26,59,54,783
"result.27",27,55,45,778
"result.28",28,75,58,776
"result.29",29,74,54,780
"result.30",30,84,53,745
"result.31",31,80,60,784
"result.32",32,64,49,769
"result.33",33,61,48,753
"result.34",34,60,49,781
"result.35",35,66,55,773
"result.36",36,68,48,774
"result.37",37,86,56,780
"result.38",38,75,48,778
"result.39",39,94,68,750
"result.40",40,53,42,775
"result.41",41,68,46,778
"result.42",42,66,57,779
"result.43",43,48,40,784
"result.44",44,53,45,784
"result.45",45,104,54,773
"result.46",46,73,42,772
"result.47",47,60,47,778
"result.48",48,93,52,783
"result.49",49,73,57,775
"result.50",50,97,54,784
"result.51",51,51,44,779
"result.52",52,89,55,776
"result.53",53,102,59,779
"result.54",54,62,46,770
"result.55",55,72,55,756
"result.56",56,70,48,777
"result.57",57,80,55,770
"result.58",58,42,34,761
"result.59",59,74,47,766
"result.60",60,69,49,738
"result.61",61,88,67,777
"result.62",62,88,60,782
"result.63",63,49,44,762
"result.64",64,89,54,768
"result.65",65,50,41,762
"result.66",66,62,44,770
"result.67",67,67,53,775
"result.68",68,62,57,772
"result.69",69,60,44,711
"result.70",70,83,57,770
"result.71",71,81,45,775
"result.72",72,59,48,783
"result.73",73,48,38,775
"result.74",74,64,53,771
"result.75",75,76,59,783
"result.76",76,85,54,783
"result.77",77,72,56,769
"result.78",78,79,63,767
"result.79",79,73,52,760
"result.80",80,90,51,757
"result.81",81,80,53,779
"result.82",82,65,54,782
"result.83",83,71,56,703
"result.84",84,54,51,781
"result.85",85,87,56,751
"result.86",86,78,54,778
"result.87",87,66,42,783
"result.88",88,59,50,772
"result.89",89,67,51,772
"result.90",90,68,56,783
"result.91",91,68,59,748
"result.92",92,67,47,784
"result.93",93,62,39,708
