"","V1","V2","V3","V4"
"result.1",1,176,57,783
"result.2",2,100,32,782
"result.3",3,237,60,782
"result.4",4,133,49,751
"result.5",5,162,57,781
"result.6",6,157,53,780
"result.7",7,150,62,781
"result.8",8,178,53,783
"result.9",9,133,54,784
"result.10",10,195,56,781
"result.11",11,133,52,782
"result.12",12,214,60,784
"result.13",13,197,60,784
"result.14",14,97,51,769
"result.15",15,125,51,766
"result.16",16,212,57,784
"result.17",17,109,46,779
"result.18",18,139,56,782
"result.19",19,158,58,769
"result.20",20,118,47,779
"result.21",21,162,49,781
"result.22",22,115,41,782
"result.23",23,149,56,782
"result.24",24,118,57,766
"result.25",25,132,49,782
"result.26",26,153,49,763
"result.27",27,90,32,784
"result.28",28,215,57,784
"result.29",29,174,62,750
"result.30",30,206,54,782
"result.31",31,129,47,764
"result.32",32,151,43,783
"result.33",33,221,63,783
"result.34",34,150,49,782
"result.35",35,160,56,731
"result.36",36,108,50,773
"result.37",37,192,61,783
"result.38",38,249,57,760
"result.39",39,152,45,781
"result.40",40,100,46,781
"result.41",41,124,39,783
"result.42",42,187,59,751
"result.43",43,146,44,783
"result.44",44,135,49,775
"result.45",45,151,46,780
"result.46",46,154,63,783
"result.47",47,139,58,784
"result.48",48,132,49,774
"result.49",49,133,47,759
"result.50",50,94,39,781
"result.51",51,125,58,782
"result.52",52,140,51,783
"result.53",53,220,57,781
"result.54",54,163,51,782
"result.55",55,127,45,763
"result.56",56,102,43,776
"result.57",57,149,54,782
"result.58",58,114,41,771
"result.59",59,149,53,784
"result.60",60,133,57,781
"result.61",61,164,54,782
"result.62",62,115,48,774
"result.63",63,66,39,779
"result.64",64,112,34,782
"result.65",65,147,51,781
"result.66",66,266,51,784
"result.67",67,76,40,777
"result.68",68,154,63,783
"result.69",69,140,46,781
"result.70",70,125,41,778
"result.71",71,144,55,780
"result.72",72,142,47,779
"result.73",73,144,52,783
"result.74",74,219,48,782
"result.75",75,150,48,780
"result.76",76,148,56,784
"result.77",77,183,40,779
"result.78",78,151,55,781
"result.79",79,95,38,784
"result.80",80,91,48,762
"result.81",81,148,56,784
"result.82",82,241,64,783
"result.83",83,159,63,780
"result.84",84,157,54,761
"result.85",85,124,51,781
"result.86",86,132,43,782
"result.87",87,142,57,782
"result.88",88,113,48,784
"result.89",89,134,51,781
"result.90",90,137,47,771
"result.91",91,239,61,769
"result.92",92,192,61,780
"result.93",93,104,47,784
"result.94",94,173,51,754
"result.95",95,108,39,781
"result.96",96,121,51,783
"result.97",97,146,50,750
"result.98",98,189,52,769
"result.99",99,94,50,760
"result.100",100,118,57,772
"result.101",101,177,58,762
"result.102",102,130,59,781
"result.103",103,198,55,778
"result.104",104,202,52,771
